key,n,row_ratio,nd_approx,dup_ratio,avg_len,med_len,max_len,multi_ratio,yes_no_ratio,numeric_ratio,url_ratio,phone_ratio,qid_ratio,upper_ratio,non_ascii_ratio,long_ratio,token_ratio,min_level,med_level
bag,15,0.0,6,0.6,6.1,5.0,21,0.0,0.4667,0.0,0.0,0.0667,0.0,0.0667,0.0,0.0,0.8667,2,12.0
addr:town:zh,15,0.0,4,0.7333,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,11.0
material:seating,15,0.0,2,0.8667,4.2,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
name:zh-hant,15,0.0,16,-0.0667,2.7,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,9.0
seamark:light:4:sector_end,15,0.0,16,-0.0667,3.5,3.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1,9.0
market,15,0.0,12,0.2,9.1,7.0,24,0.0,0.1333,0.0,0.0,0.0667,0.0,0.1333,0.0667,0.0,0.7333,6,10.0
payment:電子マネー,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
picture,15,0.0,13,0.1333,86.8,73.0,195,0.0,0.0,0.0,0.9333,0.0,0.0,0.7333,0.0667,0.8,0.0,6,11.0
OTI_HRI_COSMHA_project,15,0.0,1,0.9333,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,13.0
latrine_bad,15,0.0,4,0.7333,1.1,1.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,9.0
reservation:phone,15,0.0,12,0.2,15.4,16.0,17,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,13.0
clothes:hats,15,0.0,2,0.8667,3.1,3.0,4,0.0,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
device_charging_station,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,13.0
addr2:postcode,15,0.0,10,0.3333,4.6,4.0,8,0.0,0.0,0.9333,0.0,0.0,0.0,0.0667,0.0,0.0,0.9333,8,12.0
harbour:operator,15,0.0,4,0.7333,6.3,7.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,11.0
backrest:colour,15,0.0,5,0.6667,4.8,5.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,12.0
was:short_name,15,0.0,15,0.0,4.9,4.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0667,0.0,0.0,10,13.0
fuel:Midgrade,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10.0
payment:url,15,0.0,14,0.0667,49.5,51.0,101,0.0,0.1333,0.0,0.8,0.0,0.0,0.3333,0.0,0.7333,0.1333,7,12.0
mapillary:NE,15,0.0,13,0.1333,22.0,22.0,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,14.0
delivery:wolt,15,0.0,11,0.2667,44.3,50.0,110,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0,0.0,0.6667,0.3333,11,13.0
contact:url:zh,15,0.0,12,0.2,51.5,47.0,83,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0667,0.7333,0.0,8,12.0
ruins:place,15,0.0,3,0.8,6.9,7.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,7.0
service:vehicle:interior_cleaning,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,11.0
ref:Aleop,15,0.0,13,0.1333,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,10.0
direction_northwest:en,15,0.0,17,-0.1333,32.7,28.0,90,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1333,0.0,4,8.0
fuel:diesel_s500_comum,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,9.0
website:ja,15,0.0,16,-0.0667,39.7,36.0,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0667,0.0667,0.4,0.0,6,11.0
Id,15,0.0,13,0.1333,2.6,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,11.0
name:note,15,0.0,12,0.2,42.0,44.0,82,0.0667,0.0,0.0,0.0,0.0,0.0,0.8667,0.3333,0.5333,0.0,5,12.0
hydrant:position,15,0.0,3,0.8,5.5,5.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,9.0
pump:working,15,0.0,2,0.8667,2.8,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,11.0
ref:UrbIS,15,0.0,13,0.1333,7.5,7.0,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10,12.0
mapping_practices,15,0.0,12,0.2,24.5,21.0,52,0.0667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0667,0.0,8,10.0
latrine_good,15,0.0,4,0.7333,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6.0
ref:cw_id,15,0.0,17,-0.1333,5.0,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.0
shared_taxi,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.0
seamark:topmark:colour,15,0.0,6,0.6,8.0,5.0,23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9.0
parklet:greenery,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
kneipp_water_cure:leg,15,0.0,2,0.8667,2.9,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
film:title,15,0.0,1,0.9333,16.0,16.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,8.0
official_status:be,15,0.0,1,0.9333,10.0,10.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,7.0
disused:emergency,15,0.0,6,0.6,12.1,12.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,12.0
change:XLT-VALH,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,12.0
stonemason,15,0.0,4,0.7333,10.1,10.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,11.0
taxon:pl,15,0.0,6,0.6,9.2,12.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,6,11.0
source:market_stall,15,0.0,1,0.9333,86.0,86.0,86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9,14.0
mešihat,15,0.0,1,0.9333,30.0,30.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,9.0
seamark:light:4:sector_start,15,0.0,16,-0.0667,3.3,3.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1,9.0
nest_mount,15,0.0,3,0.8,4.4,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,9.0
gtfs:stop_id:FR-PDL-Aleop,15,0.0,13,0.1333,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,10.0
mobile_phone:accessories,15,0.0,3,0.8,3.5,3.0,5,0.0,0.7333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,13.0
prepayment,15,0.0,2,0.8667,5.9,7.0,7,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2667,10,13.0
hazmat,15,0.0,4,0.7333,4.9,2.0,10,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8.0
harbour:boat_hoist,15,0.0,4,0.7333,3.6,3.0,8,0.0,0.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8667,7,9.0
was:name:zh-Hans,15,0.0,7,0.5333,6.4,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,9,12.0
operator:branch,15,0.0,12,0.2,20.7,19.0,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7333,0.1333,0.0,10,12.0
recycling:water_filters,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,13.0
gtfs_location_type,15,0.0,2,0.8667,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
canvec:source,15,0.0,1,0.9333,28.0,28.0,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,8.0
nysgissam:nysaddresspointid:1,15,0.0,16,-0.0667,141.3,131.0,252,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8667,0.0,6,10.0
poi,15,0.0,12,0.2,13.1,12.0,27,0.0,0.2667,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,8,11.0
socket:domestic:output,15,0.0,3,0.8,4.8,5.0,5,0.0,0.0,0.0667,0.0,0.0,0.0,0.9333,0.0,0.0,0.0,8,11.0
addr:city:ti,15,0.0,9,0.4,4.5,5.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,9.0
sa_division,15,0.0,1,0.9333,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,10.0
service:vehicle:carwash,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,11.0
email2,15,0.0,11,0.2667,22.1,23.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,9,12.0
cannabis,15,0.0,5,0.6667,4.1,3.0,12,0.0,0.4667,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.9333,10,12.0
recycling:card,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,14.0
model_railway:gauge:n,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,13.0
jewelry:repair,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
addr:street2,15,0.0,13,0.1333,15.4,16.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,0.2667,0.0,0.0,8,12.0
brothel:ryotei,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,14.0
description:ka,15,0.0,15,0.0,150.4,188.0,255,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,1.0,0.8,0.0,5,13.0
source:rue,15,0.0,5,0.6667,9.7,6.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.2667,0.0,0.2,8,14.0
old_name:fi,15,0.0,14,0.0667,25.2,26.0,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0667,0.0,7,12.0
email_2,15,0.0,14,0.0667,22.3,21.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,12.0
lunch:saladbar,15,0.0,2,0.8667,2.8,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,11.0
cabin:rental,15,0.0,2,0.8667,3.9,3.0,10,0.0,0.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7.0
succeeding_fee,15,0.0,7,0.5333,3.7,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,11.0
scuba_diving:difficulty,15,0.0,3,0.8,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7.0
addr:type,15,0.0,3,0.8,9.5,10.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,12.0
presbyterian,15,0.0,4,0.7333,28.7,28.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,9.0
film:location,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8.0
lunch:menu:cost,15,0.0,16,-0.0667,6.4,7.0,12,0.0,0.0,0.4667,0.0,0.1333,0.0,0.4,0.0,0.0,0.4667,5,11.0
add,15,0.0,11,0.2667,12.6,8.0,30,0.0,0.0667,0.0,0.0,0.0,0.0,0.8667,0.5333,0.0,0.0667,7,11.0
district:state,15,0.0,1,0.9333,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,9.0
payment:XBT:operator,15,0.0,2,0.8667,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.2667,0.0,0.0,0.0,10,12.0
par,15,0.0,6,0.6,1.3,1.0,2,0.0,0.0,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10.0
was:inscription,15,0.0,16,-0.0667,35.5,16.0,157,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,0.2667,0.2667,0.0,5,10.0
sauna:access,15,0.0,2,0.8667,8.2,9.0,9,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,11.0
gtfs:stop_name:FR-PDL-Aleop,15,0.0,12,0.2,10.3,10.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0667,0.0,0.0,4,10.0
cb_communication_shop,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,10.0
material:ground_anchor,15,0.0,1,0.9333,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,14.0
payment:manaca,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,12.0
old_name:eo,15,0.0,2,0.8667,11.6,8.0,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0667,0.0667,0.0,7,10.0
facility:project_status,15,0.0,4,0.7333,9.1,8.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7.0
waypoint,15,0.0,12,0.2,2.5,3.0,3,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,13.0
sufficient_quantity,15,0.0,1,0.9333,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,11.0
puesto_votacion,15,0.0,17,-0.1333,10.9,8.0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2667,0.0,0.0,2,11.0
old_name:-2025,15,0.0,15,0.0,15.7,17.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,0.0667,0.0,0.0,10,12.0
old_name:-2024,15,0.0,14,0.0667,12.5,12.0,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0667,0.0,0.0,11,13.0
payment:app:bp_pulse,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10.0
recycling:aluminum_cans,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,12.0
note:cuisine,15,0.0,15,0.0,22.6,14.0,110,0.0667,0.0,0.0,0.0,0.0,0.0,0.6667,0.2,0.1333,0.2667,10,12.0
ferry:cable,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10.0
socket:j1772,15,0.0,6,0.6,1.5,1.0,3,0.0,0.2667,0.7333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,11.0
disused:smoking,15,0.0,3,0.8,3.9,2.0,9,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,13.0
canvec:datasetName,15,0.0,2,0.8667,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,8.0
payment:оплати,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
name:kab-Tfng,15,0.0,4,0.7333,16.1,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,10.0
ref:find_a_grave,15,0.0,15,0.0,21.3,8.0,45,0.0667,0.0,0.5333,0.4,0.4667,0.0,0.0,0.0,0.2667,0.6,4,10.0
clock:colour,15,0.0,1,0.9333,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
payment:newmotion,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,11.0
commercial,15,0.0,9,0.4,6.1,3.0,19,0.0,0.5333,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.9333,7,11.0
currency:LAK,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,12.0
reservoir_type,15,0.0,3,0.8,12.7,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2,6.0
speech_output:ru,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,13.0
email:2020,15,0.0,12,0.2,21.7,22.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,11,14.0
health_specialty:general_medicine,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
language:hr,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,13.0
shop:clothes,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
functioning,15,0.0,3,0.8,3.2,3.0,7,0.0,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8.0
family,15,0.0,5,0.6667,6.5,8.0,15,0.0,0.4667,0.0,0.0,0.0,0.0,0.0667,0.0667,0.0,0.9333,5,13.0
currency:CRC,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,11.0
disused:fax,15,0.0,13,0.1333,15.5,16.0,16,0.0,0.0,0.0667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,13.0
changing_table:access,15,0.0,5,0.6667,7.5,9.0,9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
strobing_light,15,0.0,2,0.8667,2.5,2.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
title:en,15,0.0,16,-0.0667,26.3,24.0,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0667,0.2,0.0,11,13.0
CajeroAutomatico,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.0
brand:ref,15,0.0,10,0.3333,3.5,3.0,6,0.0,0.0,0.3333,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,8,12.0
recycling:sheets,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
proposed:information,15,0.0,2,0.8667,5.2,5.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,13.0
water_heater,15,0.0,3,0.8,2.8,3.0,3,0.0,0.9333,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
payment:PIN,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
animal_shelter:purpose,15,0.0,5,0.6667,9.7,8.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,3,8.0
coffee_machine:repair,15,0.0,2,0.8667,3.1,3.0,4,0.0,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
food:sausages,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.0
copyshop,15,0.0,2,0.8667,3.9,3.0,16,0.0,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,12.0
trolley:parking,15,0.0,3,0.8,6.9,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,13.0
benches,15,0.0,5,0.6667,1.5,1.0,3,0.0,0.2667,0.7333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
shop:music:cd,15,0.0,2,0.8667,2.8,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
operator:emergency_access_point,15,0.0,3,0.8,20.8,21.0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,11.0
is_in:hamlet,15,0.0,10,0.3333,11.7,11.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,0.4,0.0,0.0,2,8.0
source:delivery,15,0.0,7,0.5333,12.8,12.0,55,0.2667,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0667,0.4667,9,12.0
former:name,15,0.0,16,-0.0667,17.3,14.0,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0667,0.0,9,11.0
Shape_Leng,15,0.0,2,0.8667,3.7,3.0,13,0.0,0.0,1.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,4,13.0
reservation:covid19,15,0.0,4,0.7333,7.3,8.0,11,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
food:soup,15,0.0,2,0.8667,3.2,3.0,6,0.0,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,13.0
payment:telcell,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
brand_1,15,0.0,16,-0.0667,7.0,5.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,0.0,0.0,0.0,3,11.0
medžlis,15,0.0,12,0.2,34.0,33.0,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0667,0.0,5,9.0
fitness_station:air_walker,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
type:en,15,0.0,2,0.8667,22.5,23.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,0.0,0.0,0.0667,6,10.0
horeca:type:nl,15,0.0,13,0.1333,13.7,16.0,22,0.1333,0.0,0.0,0.0,0.0,0.0,0.2,0.0667,0.0,0.5333,5,11.0
inscription:SW,15,0.0,13,0.1333,5.1,4.0,21,0.0,0.0,0.2,0.0,0.0,0.0,0.4667,0.3333,0.0,0.2,7,10.0
kvl_hro:amenity,15,0.0,13,0.1333,13.3,12.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,8,11.0
medical_service:youth_friendly_services,15,0.0,2,0.8667,2.8,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,14.0
Nombre,15,0.0,16,-0.0667,17.7,19.0,31,0.0,0.0,0.0667,0.0,0.0,0.0,0.6,0.4,0.0,0.1333,10,13.0
contact:phone:AR,15,0.0,12,0.2,12.3,13.0,13,0.0,0.0,0.0667,0.0,0.9333,0.0,0.0,0.0,0.0,0.0667,8,12.0
village:end_date,15,0.0,7,0.5333,4.0,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8.0
dry_clean,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,12.0
historic_status,15,0.0,3,0.8,4.9,4.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10.0
disused:power,15,0.0,4,0.7333,8.1,9.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,9.0
shoes:men,15,0.0,2,0.8667,2.9,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
socket:yamaha,15,0.0,4,0.7333,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,12.0
cuisine:speciality,15,0.0,11,0.2667,7.6,8.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
vegetation,15,0.0,5,0.6667,4.7,3.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.9333,4,12.0
to:en,15,0.0,3,0.8,19.8,23.0,24,0.5333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,12.0
contact:mobile_1,15,0.0,16,-0.0667,14.3,14.0,17,0.0,0.0,0.1333,0.0,1.0,0.0,0.0,0.0,0.0,0.0667,4,11.0
cuisine:specialty,15,0.0,10,0.3333,10.2,11.0,20,0.2,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.0,0.9333,5,8.0
capacity:urinal,15,0.0,3,0.8,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
fitness_station:ski_swing,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
wood,15,0.0,6,0.6,4.3,3.0,14,0.0,0.4,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.9333,7,11.0
payment:belorusneft_dallas,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,11.0
payment:gopay_id:gpn_qris,15,0.0,1,0.9333,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
payment:girogo,15,0.0,2,0.8667,2.9,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,11.0
website:bcmt,15,0.0,13,0.1333,48.2,46.0,58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,7.0
ref:camptocamp,15,0.0,16,-0.0667,5.9,6.0,7,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,4,7.0
