key_group,distinct_keys,n,pair_share
pitch:*,13,541,0.0
crossing:*,12,541,0.0
canvec:*,6,541,0.0
on_carriageway,1,540,0.0
humanitarian_use,1,540,0.0
obstacle:*,5,539,0.0
disease:*,51,538,0.0
population,1,538,0.0
musical_instrument,1,532,0.0
cost,1,529,0.0
circumference,1,524,0.0
karaoke,1,524,0.0
website_1,1,522,0.0
artist_name:*,36,522,0.0
bank,1,521,0.0
step_count,1,518,0.0
structure,1,515,0.0
ramp:*,4,511,0.0
water_place_access,1,511,0.0
massgis:*,30,510,0.0
athletics,1,509,0.0
inline_skates,1,507,0.0
mobile_reception,1,506,0.0
unit,1,505,0.0
award:*,19,504,0.0
devices,1,504,0.0
climbing,1,501,0.0
pedalboat_rental,1,499,0.0
evacuation_centre,1,498,0.0
vending:*,67,498,0.0
large_vehicles,1,497,0.0
water_point:*,8,496,0.0
to,1,495,0.0
ticket_validator:*,3,494,0.0
school_code,1,494,0.0
lanes,1,494,0.0
maxstay:*,14,493,0.0
no:*,10,493,0.0
chair,1,491,0.0
message:*,3,490,0.0
permit,1,488,0.0
contact,1,488,0.0
license:*,3,487,0.0
reg_id,1,484,0.0
razed:*,43,484,0.0
blind:*,20,480,0.0
county,1,479,0.0
longitude,1,478,0.0
outdoor_seating:*,22,478,0.0
culture,1,477,0.0
latitude,1,477,0.0
goods_supply,1,475,0.0
alt_ref,1,473,0.0
oven,1,473,0.0
tfl_id,1,473,0.0
asset_ref,1,472,0.0
cigarette,1,470,0.0
public,1,469,0.0
water_place_durability,1,465,0.0
protect_class,1,465,0.0
brothel:*,23,464,0.0
bakehouse,1,462,0.0
trailer:*,8,461,0.0
course,1,460,0.0
fridge,1,457,0.0
dryer,1,453,0.0
truck_wash,1,453,0.0
tactile_writing:*,25,453,0.0
uic_ref,1,452,0.0
lcn_ref,1,448,0.0
ursea:*,1,448,0.0
ramp,1,446,0.0
pastry_shop,1,446,0.0
charity,1,446,0.0
kerb:*,4,442,0.0
UTM,1,442,0.0
description_1,1,441,0.0
tourism_1,1,441,0.0
bread:*,9,441,0.0
water_place:*,3,440,0.0
fix_guidepost,1,439,0.0
research,1,439,0.0
operator_name,1,435,0.0
piste:*,10,431,0.0
waste_disposal,1,430,0.0
kiosk,1,428,0.0
fire_object:*,1,426,0.0
image2,1,426,0.0
governance:*,25,424,0.0
kartaview,1,424,0.0
vehicle:*,12,424,0.0
guidepost_type,1,423,0.0
toll,1,422,0.0
practicability,1,422,0.0
architect:*,9,422,0.0
permanent,1,421,0.0
us.fo:*,6,420,0.0
provider,1,420,0.0
construction:*,40,417,0.0
uic_name,1,414,0.0
donation:*,8,411,0.0
youtube,1,410,0.0
etat,1,408,0.0
time,1,408,0.0
court,1,407,0.0
facility_t,1,406,0.0
xmas:*,14,405,0.0
taxon:*,30,405,0.0
lwn,1,403,0.0
tailor:*,9,402,0.0
monitored,1,400,0.0
animal_training,1,400,0.0
door:*,10,400,0.0
tap,1,398,0.0
region,1,397,0.0
school_sector,1,395,0.0
whitewater,1,395,0.0
music,1,391,0.0
uuid,1,390,0.0
alt_name_1,1,388,0.0
maxwidth,1,388,0.0
flood_mark,1,387,0.0
rental:*,16,387,0.0
lat,1,387,0.0
inep,1,384,0.0
handle,1,384,0.0
facility_manager,1,383,0.0
mountain_pass,1,382,0.0
ESTADO,1,381,0.0
cemetery:*,5,381,0.0
practicability:*,4,378,0.0
ipd,1,378,0.0
old_ref:*,16,378,0.0
Stobie1783,1,378,0.0
callable,1,377,0.0
Pont,1,376,0.0
wikimedia_commons:*,13,376,0.0
language,1,374,0.0
support:*,5,374,0.0
automatic_door,1,373,0.0
catering,1,373,0.0
community:*,21,373,0.0
exit,1,372,0.0
giant_furniture,1,371,0.0
taxon,1,371,0.0
snis_code:*,2,371,0.0
survey,1,371,0.0
underground,1,371,0.0
display:*,9,369,0.0
college,1,369,0.0
1860name,1,369,0.0
pump_mechanism,1,368,0.0
closing_time,1,366,0.0
cooperative:*,3,364,0.0
old_brand,1,362,0.0
lon,1,361,0.0
NIVSOCIO,1,361,0.0
sponsor,1,360,0.0
output,1,360,0.0
midnr:*,2,359,0.0
pay_amount,1,358,0.0
gns_ref,1,358,0.0
swimming_pool:*,3,358,0.0
gtfs:*,49,356,0.0
shoes:*,8,354,0.0
crane:*,6,353,0.0
cnpj,1,353,0.0
tank,1,352,0.0
snack,1,352,0.0
map:*,14,352,0.0
health_fac,1,351,0.0
personal_trainer,1,350,0.0
utility,1,350,0.0
veeohutuse_stend:*,2,349,0.0
barbecue_grill,1,348,0.0
old_website,1,348,0.0
taxi,1,347,0.0
dennert_fir_tree,1,347,0.0
staff_on_site,1,346,0.0
territory,1,346,0.0
cleaning_schedule,1,345,0.0
musical_instrument:*,12,345,0.0
expected_rcn_route_relations,1,344,0.0
hfac_type,1,342,0.0
traffic_sign:*,15,342,0.0
cover,1,342,0.0
carpenter,1,341,0.0
verified,1,340,0.0
carpool,1,339,0.0
tactile_writing,1,337,0.0
preset,1,337,0.0
water_tap,1,337,0.0
rent:*,3,336,0.0
camp_site:*,9,336,0.0
plaque,1,336,0.0
real_fire,1,336,0.0
speech_output:*,24,335,0.0
flag:*,6,332,0.0
nurses_num,1,332,0.0
refugee,1,332,0.0
mascot,1,332,0.0
wpt_symbol,1,331,0.0
socket,1,331,0.0
former_operator:*,2,330,0.0
mvdgis:*,2,328,0.0
trash,1,328,0.0
bollard,1,328,0.0
audio_loop,1,327,0.0
beer_garden,1,325,0.0
ref_name:*,2,325,0.0
junction,1,325,0.0
aerialway,1,325,0.0
NOM,1,325,0.0
baby,1,324,0.0
sidewalk_orientation,1,323,0.0
school_ht_fondamental_1er_et_2e_cycle,1,323,0.0
toilets_durability,1,322,0.0
dry_cleaning,1,321,0.0
fence_type,1,321,0.0
temperature,1,320,0.0
price,1,319,0.0
lid:*,1,318,0.0
bubbleid,1,317,0.0
accommodation,1,317,0.0
whc:*,4,316,0.0
markings,1,315,0.0
facing,1,311,0.0
toilets_access,1,311,0.0
volume,1,310,0.0
checked_exists:*,1,309,0.0
library,1,309,0.0
moped,1,308,0.0
device_charging:*,2,308,0.0
check:*,2,308,0.0
operator_status,1,307,0.0
raä:*,3,307,0.0
full_service,1,306,0.0
hearing_loop,1,306,0.0
id,1,306,0.0
exhibit,1,305,0.0
bicycle_lock,1,305,0.0
timestamp,1,305,0.0
newspaper_tubes,1,304,0.0
supervisor,1,304,0.0
camp_type,1,303,0.0
lying_down,1,303,0.0
sleeping_hindrance,1,301,0.0
toilet,1,301,0.0
idrettsanleggregisteret:*,1,301,0.0
TMC:*,6,301,0.0
building_use,1,301,0.0
hh_served,1,300,0.0
education_for:*,5,300,0.0
jml:*,1,300,0.0
letter_box:*,7,299,0.0
symbol:*,6,299,0.0
divvy:*,1,299,0.0
old_amenity,1,298,0.0
festival,1,296,0.0
futur_use,1,295,0.0
closed,1,295,0.0
CODE,1,294,0.0
ruins:*,23,294,0.0
taxi:*,17,293,0.0
technique,1,293,0.0
depth:*,10,292,0.0
thematic,1,292,0.0
tenant,1,291,0.0
village,1,291,0.0
lit_operational,1,290,0.0
boat,1,290,0.0
fitting_room,1,289,0.0
shop_id,1,289,0.0
boundary_admin_level2_name,1,286,0.0
source_version,1,286,0.0
produced_on_site,1,286,0.0
crossing,1,285,0.0
lawyer:*,28,285,0.0
train,1,284,0.0
elevation,1,283,0.0
boundary_admin_level3_name,1,283,0.0
garden,1,281,0.0
sac_id,1,281,0.0
brewery:*,32,281,0.0
attraction:*,6,280,0.0
caravan,1,280,0.0
showcase:*,4,278,0.0
media,1,276,0.0
kml_folder,1,275,0.0
passenger_information_display:*,1,274,0.0
prac,1,273,0.0
bureau_de_change,1,272,0.0
cooperative,1,272,0.0
opendata:*,2,272,0.0
ngbe:*,2,272,0.0
services,1,271,0.0
class_blocks_num,1,270,0.0
prepayment:*,9,270,0.0
øx:*,1,269,0.0
proposed,1,268,0.0
sponsor:*,1,268,0.0
trolleybus,1,267,0.0
APBP_recommended,1,265,0.0
2008_use,1,264,0.0
toilets_technology,1,264,0.0
old_name_1,1,263,0.0
urgent_care,1,263,0.0
ceremonial_gate,1,262,0.0
DER:*,2,262,0.0
stateofrepair,1,262,0.0
staff_count,1,262,0.0
koes_id,1,261,0.0
jurisdiction,1,261,0.0
standup_paddleboard_rental,1,260,0.0
surrey:*,2,260,0.0
observation,1,259,0.0
properly_installed,1,259,0.0
health_service_nutrition,1,258,0.0
health_amenity:*,1,258,0.0
television,1,258,0.0
supermarket,1,257,0.0
parent,1,257,0.0
bcc_ref,1,256,0.0
newsagent,1,256,0.0
stele_type,1,255,0.0
hazard_intensity,1,255,0.0
administrative,1,255,0.0
ruined,1,254,0.0
since,1,254,0.0
2010_use,1,252,0.0
bettundbike,1,252,0.0
laundry,1,251,0.0
infrastructure_type,1,251,0.0
deaf:*,14,250,0.0
code,1,250,0.0
area,1,250,0.0
pressure,1,250,0.0
medical_system,1,249,0.0
map_source,1,249,0.0
text1,1,249,0.0
charging_station,1,249,0.0
animal_shelter:*,7,249,0.0
aeroway,1,248,0.0
manhole,1,246,0.0
damage:*,6,246,0.0
update,1,245,0.0
duty_free,1,245,0.0
water_characteristic,1,245,0.0
doctors_num,1,245,0.0
floodable,1,245,0.0
altitude,1,244,0.0
2009_use,1,243,0.0
sewer,1,243,0.0
stove,1,242,0.0
beverage,1,242,0.0
drive_through:*,6,241,0.0
smokefree,1,241,0.0
lighting,1,241,0.0
hfac_bed,1,241,0.0
import_ref,1,240,0.0
ph,1,240,0.0
shooting,1,239,0.0
ims:*,3,239,0.0
accuracy,1,238,0.0
member_of,1,238,0.0
hydrant:*,5,238,0.0
mail:*,14,237,0.0
loc_name:*,48,237,0.0
phone2,1,237,0.0
conductivity,1,237,0.0
cbo:*,34,236,0.0
sagns_id,1,236,0.0
collection_times_checked,1,235,0.0
landmark,1,233,0.0
ft_link,1,233,0.0
bakery,1,232,0.0
school_ht_prescolaire,1,232,0.0
hazard,1,232,0.0
logo,1,231,0.0
comment:*,14,231,0.0
memorial_plaque:*,1,230,0.0
dock:*,4,230,0.0
protected_area,1,230,0.0
nature,1,229,0.0
snowshoe,1,229,0.0
boundary_admin_level1_name,1,229,0.0
flooded,1,228,0.0
vacant,1,228,0.0
monitored_by,1,227,0.0
balcony,1,227,0.0
sym,1,226,0.0
BLfD:*,2,226,0.0
wayside_shrine,1,226,0.0
pt:*,1,225,0.0
historic_operator,1,225,0.0
mobile:*,6,222,0.0
AUTORIZATIE,1,222,0.0
tree_stand,1,222,0.0
government_registered,1,221,0.0
community,1,221,0.0
distillery,1,220,0.0
telecom,1,220,0.0
long_name:*,20,219,0.0
motorboat_rental,1,219,0.0
light_source,1,218,0.0
car_repair,1,217,0.0
children,1,217,0.0
small_electric_vehicle_parking,1,217,0.0
kerosene,1,216,0.0
vacuum_cleaner:*,4,215,0.0
turbidity,1,215,0.0
retreat,1,214,0.0
indoor:*,3,214,0.0
computer_room,1,214,0.0
ntnu:*,3,214,0.0
tank_outlet:*,1,214,0.0
rice_noodle,1,213,0.0
lifeboat,1,213,0.0
stamps,1,213,0.0
court_area,1,212,0.0
english_menu,1,212,0.0
waterbody:*,1,211,0.0
ticket,1,211,0.0
BARRIO,1,210,0.0
lda:*,3,210,0.0
DIRTRAD,1,210,0.0
on_the_list:*,2,209,0.0
measurements,1,209,0.0
COMUNA,1,209,0.0
tree,1,208,0.0
short_protection_title,1,207,0.0
MANZANA,1,206,0.0
compressed_air:*,11,205,0.0
reuse:*,6,205,0.0
cave:*,15,204,0.0
drinkable,1,204,0.0
waterpoint:*,2,204,0.0
fraternity:*,5,203,0.0
authority,1,203,0.0
lottery:*,10,202,0.0
billiards:*,13,202,0.0
device_charging,1,201,0.0
incenerator,1,201,0.0
adit_type,1,201,0.0
staff_houses,1,200,0.0
share_taxi,1,200,0.0
erected_by,1,199,0.0
motorcycle_parking,1,199,0.0
music_genre,1,199,0.0
commemorates:*,3,199,0.0
initiative:*,3,198,0.0
provisions,1,198,0.0
workshop,1,198,0.0
school_license,1,198,0.0
trailblazed,1,198,0.0
waste_disposal:*,9,196,0.0
road,1,195,0.0
lifeboat:*,2,195,0.0
protection_title:*,7,195,0.0
marketplace:*,6,194,0.0
old_alt_name:*,6,194,0.0
disabled_spaces,1,193,0.0
fishing_nets:*,1,193,0.0
note_1,1,193,0.0
handwashing_station,1,193,0.0
stands,1,193,0.0
water_taps,1,192,0.0
high_water:*,2,192,0.0
information_type,1,192,0.0
benchmark,1,192,0.0
function,1,191,0.0
goods,1,189,0.0
company:*,8,189,0.0
EE:*,4,188,0.0
linncounty:*,1,188,0.0
stele,1,187,0.0
seating,1,187,0.0
clinic,1,186,0.0
cheque_in,1,185,0.0
kitchen_equiped,1,185,0.0
GlobalID,1,185,0.0
pub,1,185,0.0
location:*,15,183,0.0
security:*,13,183,0.0
illegal,1,183,0.0
old:*,27,183,0.0
equipment,1,183,0.0
defensive_works,1,182,0.0
sex,1,182,0.0
bdc:*,1,182,0.0
clothes_dryer:*,2,182,0.0
street_cabinet,1,182,0.0
school_ht_fondamental_3e_cycle_et_Secondaire,1,181,0.0
site_status,1,180,0.0
stone,1,180,0.0
shop_2,1,180,0.0
mineshaft_type,1,179,0.0
image3,1,179,0.0
moph_code,1,179,0.0
charge_zone,1,179,0.0
salt,1,179,0.0
chocolate,1,178,0.0
sample_collection,1,178,0.0
bldam:*,2,177,0.0
program_aquatab,1,177,0.0
tree_location:*,2,176,0.0
rehabilitation_need,1,176,0.0
station,1,176,0.0
gid,1,175,0.0
child,1,175,0.0
volcano:*,3,174,0.0
text2,1,174,0.0
speciality,1,174,0.0
CLA_PERS,1,174,0.0
room:*,7,174,0.0
aerospace:*,5,173,0.0
EMP_EST,1,173,0.0
generator,1,173,0.0
NO,1,173,0.0
laboratory,1,172,0.0
customers,1,172,0.0
water_condition,1,171,0.0
route,1,171,0.0
tap_status,1,171,0.0
all_you_can_eat,1,171,0.0
locker,1,171,0.0
dish,1,170,0.0
access_point,1,170,0.0
beer,1,169,0.0
appliance,1,168,0.0
sleepable:*,1,168,0.0
obelisk:*,10,168,0.0
clt:*,4,168,0.0
clothes_dryer,1,167,0.0
fix_guidepost:*,3,167,0.0
letter_filter,1,167,0.0
water_well,1,167,0.0
Source_ref,1,166,0.0
craft_beer,1,166,0.0
fan,1,166,0.0
organic:*,4,166,0.0
sign_type,1,166,0.0
sculpture_type,1,165,0.0
jukebox:*,3,165,0.0
business,1,165,0.0
address:*,1,165,0.0
redwood_city_ca:*,2,165,0.0
virtual_reality,1,164,0.0
identity,1,164,0.0
hackerspace,1,163,0.0
tourist_bus,1,163,0.0
abbr_name,1,162,0.0
store_name,1,162,0.0
pe:*,5,162,0.0
related_law,1,161,0.0
engineering,1,161,0.0
piercing,1,160,0.0
no,1,160,0.0
pedestal:*,19,160,0.0
atv:*,9,159,0.0
noref:*,5,159,0.0
tipo,1,158,0.0
nuclear_explosion:*,18,158,0.0
statue:*,19,158,0.0
incline,1,158,0.0
composting,1,158,0.0
provides,1,157,0.0
bike_friend,1,156,0.0
garmin:*,1,156,0.0
battery_swap,1,155,0.0
social_centre,1,155,0.0
hunting,1,155,0.0
email:*,51,154,0.0
repeat_on,1,154,0.0
apartment,1,154,0.0
old_start_date,1,154,0.0
waste_disposal_point,1,153,0.0
borehole,1,153,0.0
turnstile,1,153,0.0
affiliation,1,153,0.0
check_in,1,152,0.0
webshop,1,152,0.0
watering_place,1,152,0.0
closed:*,19,152,0.0
prepaid_top_up:*,5,152,0.0
FIELD1,1,151,0.0
facility_name,1,151,0.0
dhis2_id,1,151,0.0
official,1,151,0.0
pitlatrine,1,150,0.0
sells,1,150,0.0
editor,1,150,0.0
change_area,1,150,0.0
gauge,1,149,0.0
family_planning:*,5,149,0.0
weight,1,149,0.0
pmfsefin:*,1,149,0.0
lastcheck:*,7,149,0.0
protection,1,148,0.0
veterinary,1,148,0.0
time:*,4,148,0.0
healthcare_facility:*,2,147,0.0
categories,1,147,0.0
epigraph,1,147,0.0
seconds,1,147,0.0
stem_facilities,1,146,0.0
waterway:*,7,146,0.0
groundanchor,1,146,0.0
gift,1,145,0.0
transiscope,1,145,0.0
fetish:*,22,145,0.0
wedding_reception,1,144,0.0
traffic_calming,1,144,0.0
cycling,1,144,0.0
whitewater:*,4,143,0.0
demolished,1,142,0.0
camping,1,142,0.0
old_brand:*,11,142,0.0
barbeque_grill,1,141,0.0
castle_type:*,4,141,0.0
parliamentary_constituency,1,141,0.0
levels,1,140,0.0
safety_inspection,1,140,0.0
capacity_individuals,1,140,0.0
crop,1,140,0.0
official_status:*,3,140,0.0
distance:*,24,140,0.0
fenced,1,139,0.0
water_access,1,139,0.0
number_building,1,139,0.0
walk-in,1,139,0.0
opening_day,1,139,0.0
line_network_map_display_case,1,139,0.0
government:*,12,138,0.0
state,1,138,0.0
sculpture,1,138,0.0
pc:*,1,138,0.0
sculptor,1,138,0.0
y_coord,1,137,0.0
x_coord,1,137,0.0
height:*,8,137,0.0
iso3,1,137,0.0
milk,1,136,0.0
net,1,136,0.0
sensor,1,136,0.0
open_air,1,136,0.0
located_in,1,136,0.0
political_party,1,136,0.0
money_transfer:*,4,135,0.0
car_sharing,1,135,0.0
diesel,1,135,0.0
previously,1,134,0.0
check_out,1,134,0.0
spa,1,134,0.0
tram,1,134,0.0
lift_gate:*,1,134,0.0
liaison,1,134,0.0
rwn,1,134,0.0
lines,1,134,0.0
wine:*,6,133,0.0
bridge,1,133,0.0
prominence,1,133,0.0
anime:*,8,133,0.0
cap:*,1,133,0.0
phases,1,133,0.0
furniture:*,4,133,0.0
qr_code,1,133,0.0
animal_hitch,1,132,0.0
store_ref,1,132,0.0
nivel,1,132,0.0
statecode,1,132,0.0
personal_service:*,10,132,0.0
health_facility_type,1,132,0.0
schools:*,3,132,0.0
route:*,5,131,0.0
beacon:*,5,131,0.0
appointment,1,131,0.0
old_name_2,1,131,0.0
free,1,130,0.0
business_s,1,130,0.0
business_t,1,130,0.0
nivel_tipo,1,130,0.0
golf,1,130,0.0
alternative,1,130,0.0
gps,1,129,0.0
hospital:*,4,129,0.0
kindergarten,1,129,0.0
dish_washing,1,129,0.0
turno,1,129,0.0
traditional_num,1,129,0.0
importance,1,129,0.0
tunnel,1,129,0.0
display_type,1,129,0.0
microwave,1,129,0.0
mining_memorial,1,128,0.0
object_id,1,128,0.0
OBSERV,1,128,0.0
description2,1,128,0.0
metal,1,128,0.0
health:*,33,127,0.0
date_checked,1,127,0.0
hardness,1,126,0.0
constituency,1,126,0.0
counselling_type,1,126,0.0
mofa,1,125,0.0
booth:*,4,125,0.0
MDG:*,3,125,0.0
neighbourhood,1,124,0.0
gns_classification,1,124,0.0
building_concrete,1,124,0.0
map_source:*,1,124,0.0
showcase,1,124,0.0
sub_district,1,124,0.0
heading:*,8,124,0.0
nature_of_facility,1,124,0.0
it:*,11,123,0.0
projet:*,4,123,0.0
public_transport:*,7,123,0.0
disc_golf,1,123,0.0
hotel,1,123,0.0
amenity_2,1,123,0.0
al_fresco,1,123,0.0
topic,1,123,0.0
name_2,1,122,0.0
religion:*,9,122,0.0
education_programme:*,21,122,0.0
double,1,122,0.0
big_rigs,1,121,0.0
landfill:*,1,121,0.0
tank:*,5,121,0.0
rating,1,121,0.0
car_parts,1,120,0.0
fixing_phase,1,120,0.0
remark,1,120,0.0
period,1,120,0.0
agritourism,1,120,0.0
metcouncil:*,18,120,0.0
showroom,1,120,0.0
refitted,1,119,0.0
extrude,1,119,0.0
indoormark,1,119,0.0
toilet_bad,1,119,0.0
seasonal:*,13,118,0.0
rooms:*,13,118,0.0
veterinary:*,17,118,0.0
tessellate,1,118,0.0
contributor:*,1,118,0.0
destroyed:*,26,118,0.0
motorcycle_friendly,1,118,0.0
discount:*,3,117,0.0
warehouse_unit,1,117,0.0
pharmacy:*,2,117,0.0
gns_uni,1,117,0.0
label,1,117,0.0
fire,1,117,0.0
source2,1,116,0.0
status:*,2,116,0.0
proprietor,1,116,0.0
real_cider,1,116,0.0
rwetempcharging_station:*,1,116,0.0
ortenau_bunkermap,1,116,0.0
vhf,1,115,0.0
gulskogen:*,1,115,0.0
floating,1,115,0.0
view,1,115,0.0
key,1,115,0.0
plaque:*,11,115,0.0
nordic_walking,1,114,0.0
orienteering,1,114,0.0
shower:*,12,114,0.0
odbl,1,114,0.0
photo,1,113,0.0
gtfs_id,1,113,0.0
alt_website,1,113,0.0
gender_type,1,113,0.0
alt_phone,1,113,0.0
damage_description,1,113,0.0
gluten_free,1,112,0.0
inventory:*,4,112,0.0
lifeguard,1,112,0.0
laboratory:*,3,112,0.0
brunch,1,111,0.0
education_profile,1,111,0.0
shelters,1,111,0.0
coopi_name_surveyor,1,111,0.0
telecommunication,1,111,0.0
breakfast:*,5,111,0.0
cost:*,2,111,0.0
kick_scooter,1,111,0.0
site,1,111,0.0
maintainer,1,110,0.0
damage_date,1,110,0.0
doctors,1,110,0.0
sport:*,40,110,0.0
founder:*,2,109,0.0
dinghy_rental,1,109,0.0
oneway,1,109,0.0
braille,1,109,0.0
damage_percent,1,109,0.0
toys:*,9,108,0.0
parcel_locker,1,108,0.0
facility_use,1,108,0.0
electronics:*,13,108,0.0
TDX:*,1,107,0.0
quarry,1,107,0.0
localwiki,1,107,0.0
bridge:*,6,106,0.0
leisure_1,1,106,0.0
highwater_mark:*,1,106,0.0
andymkg,1,105,0.0
payment_centre,1,105,0.0
season,1,105,0.0
age,1,105,0.0
interaction,1,105,0.0
slipway:*,3,105,0.0
jpoi_id,1,105,0.0
undefined,1,105,0.0
mine,1,105,0.0
blz,1,104,0.0
office:*,42,104,0.0
model_railway:*,12,104,0.0
age_group,1,104,0.0
email_1,1,103,0.0
thw:*,3,103,0.0
cargo:*,11,103,0.0
AUCAME:*,7,103,0.0
sauna:*,14,103,0.0
mndnr:*,1,103,0.0
disc_golf:*,8,103,0.0
board_no,1,102,0.0
contributor,1,102,0.0
reception_desk:*,1,102,0.0
advertising:*,20,102,0.0
waycolor,1,102,0.0
bear_box,1,102,0.0
noi,1,102,0.0
sanitary_dumpstation,1,102,0.0
firepit,1,101,0.0
elevator:*,9,101,0.0
ship:*,6,101,0.0
halal,1,101,0.0
callsign,1,101,0.0
snowboard:*,4,101,0.0
water_point_type,1,101,0.0
motorboat,1,100,0.0
maxdraft,1,100,0.0
cmt,1,100,0.0
static_level,1,100,0.0
toilet_medium,1,100,0.0
construction_year,1,99,0.0
obstruction:*,1,99,0.0
info,1,99,0.0
mechanical_driver,1,99,0.0
plant,1,99,0.0
operating,1,99,0.0
import,1,98,0.0
general_room,1,98,0.0
maintenance,1,98,0.0
lwn_ref,1,98,0.0
collapsed,1,98,0.0
nycdoitt:*,1,98,0.0
mist_spraying_cooler,1,98,0.0
website2,1,98,0.0
lwn_name,1,98,0.0
toilet_good,1,98,0.0
web,1,98,0.0
well,1,97,0.0
bic:*,2,97,0.0
fountain:*,11,97,0.0
electric_bicycle,1,97,0.0
guarded,1,97,0.0
buried,1,96,0.0
manager,1,96,0.0
incinerator,1,96,0.0
chicago:*,1,96,0.0
note_IWM,1,95,0.0
outside,1,95,0.0
atmotorroad,1,95,0.0
postcode,1,95,0.0
ref_alt,1,95,0.0
ethanol,1,95,0.0
Direccion,1,94,0.0
building_metal,1,94,0.0
vegetarian,1,94,0.0
bett_and_bike:*,2,94,0.0
rtsa_scale,1,93,0.0
mosque,1,93,0.0
women,1,93,0.0
stationery,1,93,0.0
kiss_ride,1,93,0.0
items,1,93,0.0
commemorates,1,93,0.0
inside,1,92,0.0
boattype,1,92,0.0
movable,1,92,0.0
gate:*,3,92,0.0
rehabilitation_work,1,92,0.0
geometry,1,92,0.0
portal,1,91,0.0
admin_name,1,91,0.0
historic_1,1,91,0.0
sailboat_rental,1,91,0.0
dedication:*,9,91,0.0
dhungedhara,1,91,0.0
reviewed,1,91,0.0
image4,1,91,0.0
maxwidth:*,1,91,0.0
text3,1,91,0.0
billiards,1,90,0.0
post_box,1,90,0.0
health_specialty,1,90,0.0
winery,1,90,0.0
caterer,1,89,0.0
counselling_type:*,18,89,0.0
theatre,1,89,0.0
name1,1,89,0.0
curtain,1,89,0.0
psv,1,89,0.0
artwork_subject:*,11,89,0.0
self_checkout:*,6,88,0.0
number_plate,1,88,0.0
ferry_stop_id,1,88,0.0
change:*,14,88,0.0
telescope:*,2,88,0.0
breast,1,88,0.0
confectionery,1,88,0.0
classrooms:*,2,88,0.0
operator_id,1,88,0.0
inscription2,1,88,0.0
diameter_crown,1,88,0.0
inscription_1,1,88,0.0
ncha:*,3,88,0.0
text,1,88,0.0
augsburgbarrierefrei:*,4,87,0.0
cesena:*,1,87,0.0
light_rail,1,87,0.0
indoor_seating:*,9,87,0.0
monastery:*,1,87,0.0
library:*,7,87,0.0
fabrik:*,1,87,0.0
cross:*,5,86,0.0
incubator:*,5,86,0.0
board_games,1,86,0.0
comuna,1,86,0.0
railway_car,1,86,0.0
menu:*,11,86,0.0
letter_filter:*,7,86,0.0
jukebox,1,85,0.0
regional,1,85,0.0
deposit_ring,1,85,0.0
dine_in,1,85,0.0
microroasting,1,85,0.0
tourism_2,1,85,0.0
price:*,12,84,0.0
LILLE:*,3,84,0.0
founder_name,1,84,0.0
collection_centre,1,84,0.0
political_party:*,6,84,0.0
security,1,84,0.0
add_on_restaurant,1,84,0.0
name_old,1,84,0.0
secteur,1,84,0.0
handler:*,1,84,0.0
Commercial,1,84,0.0
substance,1,83,0.0
floors,1,83,0.0
water_park,1,83,0.0
durian,1,83,0.0
ford,1,83,0.0
working,1,83,0.0
electronics,1,83,0.0
playability,1,83,0.0
safety_equipment,1,83,0.0
ft_symbol,1,82,0.0
disease,1,82,0.0
vehicle_inspection,1,82,0.0
descent,1,82,0.0
windmill:*,5,82,0.0
local_name,1,82,0.0
security_guard,1,82,0.0
inscription_2,1,82,0.0
cannon:*,3,82,0.0
arrows,1,82,0.0
testing_centres,1,82,0.0
est_height,1,82,0.0
car_service,1,81,0.0
hostile_architecture,1,81,0.0
ambulance_response,1,81,0.0
lwn:*,1,81,0.0
no-kartverket-ssr:*,5,81,0.0
nurses,1,81,0.0
grave:*,10,81,0.0
floor_area,1,80,0.0
empty,1,80,0.0
afribit:*,4,80,0.0
guest_capacity,1,80,0.0
tickets,1,80,0.0
newspaper,1,80,0.0
alt_name_2,1,80,0.0
ncu:*,1,79,0.0
logistics,1,79,0.0
weinmobil:*,2,79,0.0
handwashing,1,79,0.0
picnic_benches,1,79,0.0
drinks,1,79,0.0
whatsapp,1,79,0.0
loyalty_card,1,79,0.0
survey_information_access,1,79,0.0
building_good,1,79,0.0
bell_tower,1,79,0.0
accessibility_pwd,1,79,0.0
plot_number,1,79,0.0
todo,1,78,0.0
PFM:*,2,78,0.0
men,1,78,0.0
replica,1,78,0.0
small_electric_vehicle:*,3,78,0.0
tank_open,1,78,0.0
bladder,1,78,0.0
PMSA_ref,1,78,0.0
events_venue,1,77,0.0
event,1,77,0.0
residential,1,77,0.0
close,1,77,0.0
damaged,1,76,0.0
pay_point,1,76,0.0
cosmha_stm,1,76,0.0
hcpaogis:*,1,76,0.0
sport_1,1,76,0.0
note_2,1,76,0.0
suite,1,76,0.0
courthouse:*,3,76,0.0
product:*,25,76,0.0
ice_skates,1,76,0.0
hst_number,1,76,0.0
World_Concern:*,1,76,0.0
recording:*,7,75,0.0
parking_stands,1,75,0.0
water_communities,1,75,0.0
title,1,75,0.0
building_floodable,1,75,0.0
phone1,1,75,0.0
winter_hiking,1,75,0.0
military_service,1,75,0.0
pole,1,75,0.0
certified:*,1,74,0.0
source_type_field_mission,1,74,0.0
mobile_phone,1,74,0.0
design,1,74,0.0
alt,1,74,0.0
planned:*,19,74,0.0
